id,title,category,subcategory,lab_type,risk_level,hazard_types,scenario,question,answer,steps,ppe,forbidden,disposal,first_aid,emergency,legal_notes,references,source_type,source_title,source_org,source_version,source_date,source_url,last_updated,reviewer,status,tags,language
EXT-NIH-ECP-041-7e4194fddf,"NIH Exposure Control Program - Clothing - In any laboratory or animal care setting, the first line of defense against biological",生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,"Clothing - In any laboratory or animal care setting, the first line of defense against biological相关的实验室安全要求是什么？","exposures is the clothing worn by the individual entering the area. Therefore, in order to provide the best protection an individual must cover themselves as much as possible with street clothing. Shorts, capris, short skirts, and any leg covering that falls above the ankle are prohibited in laboratory settings. Tights and nylons do not serve as a substitute for appropriate leg covering.","Therefore, in order to provide the best protection an individual must cover themselves as much as possible with...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Exposure Control Program; section: Clothing - In any laboratory or animal care setting, the first line of defense against biological",public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-042-c39284a57e,NIH Exposure Control Program - Gloves - Gloves are to be worn by all employees when directly handling potentially infectious,生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,Gloves - Gloves are to be worn by all employees when directly handling potentially infectious相关的实验室安全要求是什么？,"material or when in contact with contaminated surfaces. Based on individual need, the employee may choose vinyl examination, surgical latex, or nitrile gloves. Gloves are to be changed routinely and rigorous hand washing policies established in laboratory areas. Employees must inspect gloves routinely and replace them whenever they are contaminated, visibly soiled, torn, or punctured. Disposable, single use gloves shall not be washed or decontaminated for re-use. All gloves are to be discarded into the MPW stream. Hands are to be washed when gloves are changed or removed on completion of work.","material or when in contact with contaminated surfaces.; Employees must inspect gloves routinely and replace them whenever they are contaminated, visibly soiled, torn, or...; Disposable, single use gloves shall not be washed or decontaminated for re-use.",合适材质手套,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Exposure Control Program; section: Gloves - Gloves are to be worn by all employees when directly handling potentially infectious,public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-043-4460139e7d,"NIH Exposure Control Program - Other Protective Garments - Laboratory coats, gowns, aprons, or suits, whichever is most",生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,"Other Protective Garments - Laboratory coats, gowns, aprons, or suits, whichever is most相关的实验室安全要求是什么？","appropriate for the particular application, are to be worn by all personnel manipulating or otherwise handling infectious or potentially infectious materials. Surgical caps or hoods and/or shoe covers or boots shall be worn in instances when gross contamination can be reasonably be anticipated: necropsies, dissections, or tissue removal within an animal facility. These garments are not to be worn outside of the laboratory area. After disposable protective garments are used, discard them in the MPW stream as described in the NIH Waste Disposal Guide. Cloth National Institutes of Health “Exposure Control Program for Non-Hospital Personnel” 10 laboratory coats are not to be taken home by the employee for laundering.",Surgical caps or hoods and/or shoe covers or boots shall be worn in instances when gross contamination can be...,合适材质手套;实验服/阻燃实验服,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Exposure Control Program; section: Other Protective Garments - Laboratory coats, gowns, aprons, or suits, whichever is most",public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-044-8804fce537,"NIH Exposure Control Program - Masks, Eye Protection, and Face Shields – Masks in combination with eye protection (such as",生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,"Masks, Eye Protection, and Face Shields – Masks in combination with eye protection (such as相关的实验室安全要求是什么？","goggles or glasses with solid side shields) or chin length face shields, must be worn whenever splashes, spray, spatter, or droplets of blood or other potentially infectious materials may be generated, and eye, nose, or mouth contamination can be reasonably anticipated. Respirators - Respirators must not be used in the laboratory without prior approval of DOHS.","goggles or glasses with solid side shields) or chin length face shields, must be worn whenever splashes, spray,...; Respirators - Respirators must not be used in the laboratory without prior approval of DOHS.",护目镜/面屏;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Exposure Control Program; section: Masks, Eye Protection, and Face Shields – Masks in combination with eye protection (such as",public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-045-0edfa60c44,"NIH Exposure Control Program - Supervisors are not authorized to select or recommend the use of respiratory protection,",生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,"Supervisors are not authorized to select or recommend the use of respiratory protection,相关的实验室安全要求是什么？","Call your IC Safety Specialist (301-496-2346) if you feel respiratory protection is required. Surgical face masks, used for mucous membrane protection, are not considered respirators and are not to be used in situations where respiratory protection is required. All respirator users must be enrolled in the NIH Respiratory Protection Program. Each IC will supply and maintain the recommended respiratory protective device.","Call your IC Safety Specialist (301-496-2346) if you feel respiratory protection is required.; Surgical face masks, used for mucous membrane protection, are not considered respirators and are not to be used in...; All respirator users must be enrolled in the NIH Respiratory Protection Program.",必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Exposure Control Program; section: Supervisors are not authorized to select or recommend the use of respiratory protection,",public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-046-f78ed34b40,NIH Exposure Control Program - HIV and HBV Research Laboratories and Production Facilities,生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,HIV and HBV Research Laboratories and Production Facilities相关的实验室安全要求是什么？,HIV and HBV Specific Procedures Waste must be autoclaved or decontaminated before transportation. Only needle-locking syringes or disposable syringes and needles may be used. All syringes and needles must be placed into a sharp-safe container and autoclaved before disposal in an MPW box.,HIV and HBV Specific Procedures Waste must be autoclaved or decontaminated before transportation.; All syringes and needles must be placed into a sharp-safe container and autoclaved before disposal in an MPW box.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Exposure Control Program; section: HIV and HBV Research Laboratories and Production Facilities,public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-047-c255b54d40,"NIH Exposure Control Program - Engineering Controls - In HIV and HBV research production facilities, a clothes change room",生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,"Engineering Controls - In HIV and HBV research production facilities, a clothes change room相关的实验室安全要求是什么？","must be included in the design. The NIH may have laboratories engaged in the culture, concentration, experimentation and manipulation of HIV and HBV. Such laboratories must follow the same pathogen registration procedure described above. At NIH, a laboratory is considered a production facility when greater than 10 (ten) liters of HIV are produced. Most HIV and HBV may be handled at BSL 2/3 but certain high titer HIVs, SIVs, SHIVs, and HTLVs must be handled in a BSL-3 facility using BSL-3 practices and containment equipment. The determination for the handling of these materials may only be made by the IBC and is not up to the discretion of the PI, branch chief or other individual outside of the IBC.","must be included in the design.; Such laboratories must follow the same pathogen registration procedure described above.; Most HIV and HBV may be handled at BSL 2/3 but certain high titer HIVs, SIVs, SHIVs, and HTLVs must be handled in a...",合适材质手套,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Exposure Control Program; section: Engineering Controls - In HIV and HBV research production facilities, a clothes change room",public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-048-7067ba0181,NIH Exposure Control Program - Occupationally acquired HBV - Hepatitis B is the leading occupationally acquired illness,生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,Occupationally acquired HBV - Hepatitis B is the leading occupationally acquired illness相关的实验室安全要求是什么？,"National Institutes of Health “Exposure Control Program for Non-Hospital Personnel” 11 among health care workers, affecting approximately 15,000 workers annually. HBV, formerly known as “serum hepatitis,” is one of several viruses that attack the liver producing swelling, tenderness, and liver damage. HBV is spread primarily through contact with blood and body fluids that contain blood.",HBV is spread primarily through contact with blood and body fluids that contain blood.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Exposure Control Program; section: Occupationally acquired HBV - Hepatitis B is the leading occupationally acquired illness,public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-049-d3e0197c8d,NIH Exposure Control Program - Risk of HBV Infection - The risk of HBV infection for NIH employees is considered to be high,生物,血源性病原体暴露控制,生物/医学,3,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,Risk of HBV Infection - The risk of HBV infection for NIH employees is considered to be high相关的实验室安全要求是什么？,if their jobs entail frequent contact with human blood and body fluids. NIH employees can protect themselves from occupationally acquired HBV infection by practicing Biosafety Level 2 practices (equivalent to Universal precautions in a clinical setting) and by becoming immunized against HBV.,if their jobs entail frequent contact with human blood and body fluids.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Exposure Control Program; section: Risk of HBV Infection - The risk of HBV infection for NIH employees is considered to be high,public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NIH-ECP-050-87131e6819,"NIH Exposure Control Program - HBV Vaccine - A recombinant HBV vaccine is available, free of charge, to all NIH employees",生物,血源性病原体暴露控制,生物/医学,2,血源性病原体;暴露控制;锐器;PPE,参考NIH Office of Research Services公开资料处理血源性病原体暴露控制相关实验室安全问题,"HBV Vaccine - A recombinant HBV vaccine is available, free of charge, to all NIH employees相关的实验室安全要求是什么？","who may come in contact with blood and body fluids during the performance of their duties. To receive the vaccine, call the OMS at 301-496-4411. It is strongly recommended that eligible employees accept the vaccine. Any unvaccinated personnel should discuss and reach alternate accommodation with their supervisor to avoid potential risks of exposure.",who may come in contact with blood and body fluids during the performance of their duties.; Any unvaccinated personnel should discuss and reach alternate accommodation with their supervisor to avoid potential...,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Exposure Control Program; section: HBV Vaccine - A recombinant HBV vaccine is available, free of charge, to all NIH employees",public_authoritative_source,NIH Exposure Control Program,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-ECP;生物;血源性病原体暴露控制,en-US/zh-CN-meta
EXT-NCBI-PRUDENT-OVERVIEW-001-652025dea2,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards - Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,化学,化学品审慎实践,化学,2,危险化学品;风险评估;管理体系;通风;废弃物,参考National Academies Press / NCBI Bookshelf公开资料处理化学品审慎实践相关实验室安全问题,化学品审慎实践相关的实验室安全要求是什么？,"An official website of the United States government The .gov means it's official. Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site. The https:// ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.","An official website of the United States government The .gov means it's official.; Federal government websites often end in .gov or .mil.; Before sharing sensitive information, make sure you're on a federal government site.; The https:// ensures that you are connecting to the official website and that any information you provide is...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,National Academies Press / NCBI Bookshelf: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards; section: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,public_authoritative_source,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,National Academies Press / NCBI Bookshelf,,,https://www.ncbi.nlm.nih.gov/books/NBK55873/,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NCBI-PRUDENT-OVERVIEW;化学;化学品审慎实践,en-US/zh-CN-meta
EXT-NCBI-PRUDENT-OVERVIEW-002-a96abf7871,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards - Disclaimer,化学,化学品审慎实践,化学,2,危险化学品;风险评估;管理体系;通风;废弃物,参考National Academies Press / NCBI Bookshelf公开资料处理化学品审慎实践相关实验室安全问题,Disclaimer相关的实验室安全要求是什么？,"A service of the National Library of Medicine, National Institutes of Health. National Research Council (US) Committee on Prudent Practices in the Laboratory. Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards: Updated Version. Washington (DC): National Academies Press (US); 2011. Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards: Updated Version.","A service of the National Library of Medicine, National Institutes of Health.; National Research Council (US) Committee on Prudent Practices in the Laboratory.; Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards: Updated Version.; Washington (DC): National Academies Press (US); 2011.",合适材质手套,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,National Academies Press / NCBI Bookshelf: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards; section: Disclaimer,public_authoritative_source,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,National Academies Press / NCBI Bookshelf,,,https://www.ncbi.nlm.nih.gov/books/NBK55873/,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NCBI-PRUDENT-OVERVIEW;化学;化学品审慎实践,en-US/zh-CN-meta
EXT-NCBI-PRUDENT-OVERVIEW-003-c53c3efedd,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards - Contents,化学,化学品审慎实践,化学,2,危险化学品;风险评估;管理体系;通风;废弃物,参考National Academies Press / NCBI Bookshelf公开资料处理化学品审慎实践相关实验室安全问题,Contents相关的实验室安全要求是什么？,"Hardcopy Version at National Academies Press 2 Environmental Health and Safety Management System 2.A. INTRODUCTION Many people are interested in an organization's approach to laboratory environmental health and safety (EHS) management including laboratory personnel; customers, clients, and students (if applicable); suppliers; the community; shareholders; contractors; insurers; and regulatory agencies. More and more organizations attach the same importance to high standards in EHS management as they do to other key aspects of their activities. High standards demand a structured approach to the identification of hazards and the evaluation and control of work-related risks. A comprehensive legal framework already exists for laboratory EHS management. This framework requires organizations to manage their activities in order to anticipate and prevent circumstances that might result in occupational injury, ill health, or adverse environmental impact. This chapter seeks to improve the EHS performance of organizations by providing guidance on EHS to integrate EHS management with other aspects of the organization.","An initial status review should be carried out in all organizations that do not have an established EHS management...; Where no formal management system exists, or if the organization is newly established, the initial status review...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,National Academies Press / NCBI Bookshelf: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards; section: Contents,public_authoritative_source,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,National Academies Press / NCBI Bookshelf,,,https://www.ncbi.nlm.nih.gov/books/NBK55873/,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NCBI-PRUDENT-OVERVIEW;化学;化学品审慎实践,en-US/zh-CN-meta
EXT-NCBI-PRUDENT-OVERVIEW-004-2d303b5960,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards - 2.A.1. Environmental Health and Safety Policy,化学,化学品审慎实践,化学,2,危险化学品;风险评估;管理体系;通风;废弃物,参考National Academies Press / NCBI Bookshelf公开资料处理化学品审慎实践相关实验室安全问题,2.A.1. Environmental Health and Safety Policy相关的实验室安全要求是什么？,"Top management should set in place procedures to define, document, and endorse a formal EHS policy for an organization. The policy should clearly outline the roles and expectations for the organization, faculty, EHS personnel, and individual employees or students. It should be developed in communication with laboratory personnel to ensure that all major concerns are adequately addressed. The EHS policy should state intent to prevent or mitigate both human and economic losses arising from accidents, adverse occupational exposures, and environmental events; build EHS considerations into all phases of the operations, including laboratory discovery and development environments; achieve and maintain compliance with laws and regulations; and continually improve EHS performance. The EHS policy and policy statement should be reviewed, revalidated, and where necessary, revised by top management as often as necessary. It should be communicated and made readily accessible to all employees and made available to relevant interested parties, as appropriate.","Top management should set in place procedures to define, document, and endorse a formal EHS policy for an organization.; The policy should clearly outline the roles and expectations for the organization, faculty, EHS personnel, and...; It should be developed in communication with laboratory personnel to ensure that all major concerns are adequately...; The EHS policy should state intent to prevent or mitigate both human and economic losses arising from accidents,...; The EHS policy and policy statement should be reviewed, revalidated, and where necessary, revised by top management...; It should be communicated and made readily accessible to all employees and made available to relevant interested...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,National Academies Press / NCBI Bookshelf: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards; section: 2.A.1. Environmental Health and Safety Policy,public_authoritative_source,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,National Academies Press / NCBI Bookshelf,,,https://www.ncbi.nlm.nih.gov/books/NBK55873/,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NCBI-PRUDENT-OVERVIEW;化学;化学品审慎实践,en-US/zh-CN-meta
EXT-NCBI-PRUDENT-OVERVIEW-005-d5eaf1d40e,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards - 2.A.2. Management Commitment,化学,化学品审慎实践,化学,2,危险化学品;风险评估;管理体系;通风;废弃物,参考National Academies Press / NCBI Bookshelf公开资料处理化学品审慎实践相关实验室安全问题,2.A.2. Management Commitment相关的实验室安全要求是什么？,"Management commitment to EHS performance is widely recognized as one of the elements most critical to EHS program success and to the development of a strong culture of safety within an organization. Therefore, the management system document establishes management commitment with a formal statement of intent, which defines examples of how performance goals are supported. Examples of how this commitment is supported include the following: Establish methods to use energy more efficiently, reduce waste, and prevent accidents. Comply with laws, regulations, and organizational requirements applicable to their operations. Improve EHS performance continually. Conduct periodic assessments to verify and validate EHS performance.","Examples of how this commitment is supported include the following: Establish methods to use energy more efficiently,...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,National Academies Press / NCBI Bookshelf: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards; section: 2.A.2. Management Commitment,public_authoritative_source,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,National Academies Press / NCBI Bookshelf,,,https://www.ncbi.nlm.nih.gov/books/NBK55873/,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NCBI-PRUDENT-OVERVIEW;化学;化学品审慎实践,en-US/zh-CN-meta
EXT-NCBI-PRUDENT-OVERVIEW-006-c9bceb00fe,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards - 2.A.3. Planning,化学,化学品审慎实践,化学,2,危险化学品;风险评估;管理体系;通风;废弃物,参考National Academies Press / NCBI Bookshelf公开资料处理化学品审慎实践相关实验室安全问题,2.A.3. Planning相关的实验室安全要求是什么？,"Planning is an integral part of all elements of the management system and to be effective involves the design and development of suitable processes and organizational structure to manage EHS aspects and their associated risk control systems proportionately to the needs, hazards, and risks of the organization. Planning is equally important to deal with health risks that might only become apparent after a long latency period. It also establishes objectives that define the criteria for judging success or failure of the management system. Objectives are identified on the basis of either the results of the initial status review, subsequent periodic reviews, or other available data. Various sources of information are used to identify applicable EHS aspects and to assess the risk associated with each. Examples include, but are not limited to, information obtained from the following: hazard/exposure assessment, risk assessment, inspections, permits, event investigations (injury and illness investigations, environmental incident investigations, root-cause analysis, trend analysis), internal audits and/or external agency audits, fire and building codes, employee feedback concerning unsafe work conditions or situations, emerging issues, corporate/institution goals, and emergency management. Once applicable EHS aspects are identified, a risk-based evaluation is performed to determine the p",Care should be taken when developing and disseminating new controls and corrective actions.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,National Academies Press / NCBI Bookshelf: Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards; section: 2.A.3. Planning,public_authoritative_source,Prudent Practices in the Laboratory: Handling and Management of Chemical Hazards,National Academies Press / NCBI Bookshelf,,,https://www.ncbi.nlm.nih.gov/books/NBK55873/,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NCBI-PRUDENT-OVERVIEW;化学;化学品审慎实践,en-US/zh-CN-meta
