"priority","traceability_status","http_status","affected_row_count","domain","source_orgs","sample_source_title","sample_ids","url","final_url","error","manual_result","manual_access_time","reviewer","evidence_note","recommended_action"
"P1","blocked_or_forbidden","403","3","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Hospital Investigations: Health Hazards - Ionizing Radiation","KB-RECO-0107;KB-RECO-0108;KB-RECO-0109","https://www.osha.gov/otm/section-6-health-care-facilities/chapter-1","https://www.osha.gov/otm/section-6-health-care-facilities/chapter-1","","webfetch_403","2026-07-23","Claude (WebFetch自动化工具核实，非人工Chrome浏览器点击)","WebFetch返回HTTP 403 Forbidden，与2026-07-18脚本审计结果一致，属OSHA站点对自动化客户端的反爬拦截，非死链。","保留OSHA官方来源；送审/答辩现场需人工浏览器现场点击确认，不依赖脚本或WebFetch通过率。"
"P1","blocked_or_forbidden","403","3","www.osha.gov","Occupational Safety and Health Administration","Lockout/Tagout Standard","KB-PHASE4-0771;KB-PHASE4-0785;KB-PHASE4-0786","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.147","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.147","","archived_via_govinfo","2026-07-23","Claude (govinfo.gov/NCBI官方镜像下载+本地Markdown转换归档)","已从govinfo.gov下载29 CFR 1910.147（上锁挂牌标准）全文并转换为Markdown，保留原始XML。","原文/Markdown已保存：artifacts/kb_source_archive_20260723/OSHA-1910.147.xml, artifacts/kb_source_archive_20260723/OSHA-1910.147.md。"
"P1","network_error","","2","openstd.samr.gov.cn","国家市场监督管理总局/国家标准委","GB 19489-2008 实验室生物安全通用要求","KB-1016;KB-1017","https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=AEC2B0CFFC2BF1B8C7CF1888B77E2FE4","","ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","","","","",""
"P1","blocked_or_forbidden","403","2","osp.od.nih.gov","NIH / CBD;National Institutes of Health","NIH Guidelines for Research Involving Recombinant DNA Molecules; Cartagena Protocol on Biosafety","KB-GAP-8030;KB-PHASE4-0791","https://osp.od.nih.gov/biotechnology/nih-guidelines/","https://osp.od.nih.gov/biotechnology/nih-guidelines/","ConnectionError: HTTPSConnectionPool(host='osp.od.nih.gov', port=443): Read timed out.","","","","",""
"P1","network_error","","2","www.agilent.com","Agilent Technologies","Agilent GC/MS Hydrogen Safety User Manual","KB-PHASE4-0424;KB-PHASE4-0431","https://www.agilent.com/cs/library/usermanuals/public/user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","2","www.agilent.com","Agilent Technologies","LC best practices tech note - Agilent","KB-PHASE4-0439;KB-PHASE4-0488","https://www.agilent.com/cs/library/primers/public/Best_Practice_LC_Operations.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","2","www.agilent.com","Agilent Technologies","Agilent 7890A GC User Manual Collection","KB-PHASE4-0428;KB-PHASE4-0480","https://www.agilent.com/cs/library/usermanuals/public/7890A%20GC%20User%20Manual%20Collection.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Xylene","KB-PHASE4-0315;KB-CHEM2-0016","https://www.cdc.gov/niosh/npg/npgd0667.html","https://www.cdc.gov/niosh/npg/npgd0667.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Benzene - IDLH | NIOSH","KB-PHASE4-0241;KB-PHASE4-0280","https://www.cdc.gov/niosh/idlh/71432.html","https://www.cdc.gov/niosh/idlh/71432.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIH;Centers for Disease Control and Prevention (CDC) / NIH","Biosafety in Microbiological and Biomedical Laboratories (BMBL) 6th Edition","WEBX-019-001;KB-RECO-0193","https://www.cdc.gov/labs/bmbl/index.html","https://www.cdc.gov/labs/bmbl/index.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Health Effects of Occupational Exposure to Silver Nanomaterials","KB-PHASE4-0216;KB-PHASE4-0306","https://www.cdc.gov/niosh/docs/2021-112/default.html","https://www.cdc.gov/niosh/docs/2021-112/default.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Ammonia - IDLH Documentation","KB-PHASE4-0256;KB-CHEM2-0029","https://www.cdc.gov/niosh/idlh/7664417.html","https://www.cdc.gov/niosh/idlh/7664417.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH","Organic Solvents | NIOSH | CDC","KB-PHASE4-0299;KB-PHASE4-0318","https://www.cdc.gov/niosh/topics/organsolv/","https://www.cdc.gov/niosh/topics/organsolv/","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Tetrahydrofuran","KB-PHASE4-0319;KB-CHEM2-0030","https://www.cdc.gov/niosh/npg/npgd0602.html","https://www.cdc.gov/niosh/npg/npgd0602.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Methyl alcohol","KB-PHASE4-0283;KB-CHEM2-0009","https://www.cdc.gov/niosh/npg/npgd0397.html","https://www.cdc.gov/niosh/npg/npgd0397.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Mustard-Lewisite Mixture (HL): Blister Agent | NIOSH Emergency Response Card","KB-PHASE4-0239;KB-PHASE4-0276","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - n-Hexane","KB-PHASE4-0331;KB-CHEM2-0014","https://www.cdc.gov/niosh/npg/npgd0312.html","https://www.cdc.gov/niosh/npg/npgd0312.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Ethylene Oxide - NIOSH Pocket Guide","KB-PHASE4-0257;KB-CHEM2-0012","https://www.cdc.gov/niosh/npg/npgd0277.html","https://www.cdc.gov/niosh/npg/npgd0277.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Ethylene oxide","KB-PHASE4-0326;KB-CHEM2-0013","https://www.cdc.gov/niosh/npg/npgd0267.html","https://www.cdc.gov/niosh/npg/npgd0267.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - 2-Ethoxyethanol","KB-PHASE4-0337;KB-CHEM2-0010","https://www.cdc.gov/niosh/npg/npgd0262.html","https://www.cdc.gov/niosh/npg/npgd0262.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Chloroform","KB-PHASE4-0320;KB-CHEM2-0018","https://www.cdc.gov/niosh/npg/npgd0107.html","https://www.cdc.gov/niosh/npg/npgd0107.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Hydrogen Fluoride/Hydrofluoric Acid: Systemic Agent | NIOSH","KB-PHASE4-0243;KB-PHASE4-0286","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750030.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750030.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Acetonitrile","KB-PHASE4-0327;KB-CHEM2-0033","https://www.cdc.gov/niosh/npg/npgd0008.html","https://www.cdc.gov/niosh/npg/npgd0008.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Acetone","KB-PHASE4-0328;KB-CHEM2-0011","https://www.cdc.gov/niosh/npg/npgd0004.html","https://www.cdc.gov/niosh/npg/npgd0004.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH","Immediately Dangerous to Life or Health - Lithium Hydride | NIOSH","KB-PHASE4-0310;KB-PHASE4-0321","https://www.cdc.gov/niosh/idlh/intridl4.html","https://www.cdc.gov/niosh/idlh/intridl4.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","Cyanides - IDLH | NIOSH","KB-PHASE4-0288;KB-CHEM2-0022","https://www.cdc.gov/niosh/idlh/cyanides.html","https://www.cdc.gov/niosh/idlh/cyanides.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Chlorine - IDLH | NIOSH","KB-PHASE4-0244;KB-CHEM2-0028","https://www.cdc.gov/niosh/idlh/7782505.html","https://www.cdc.gov/niosh/idlh/7782505.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Methylene Chloride - NIOSH Pocket Guide","KB-PHASE4-0249;KB-PHASE4-0334","https://www.cdc.gov/niosh/npg/npgd0414.html","https://www.cdc.gov/niosh/npg/npgd0414.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","DRSS Emergency Procedures - Radioactive Spill Response","KB-RECO-0104;KB-RECO-0105","https://www.nrc.gov/docs/ML2517/ML25175A081.pdf","https://www.nrc.gov/docs/ML2517/ML25175A081.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Consolidated Guidance: 10 CFR Part 20 - Standards for Protection Against Radiation","KB-RECO-0086;KB-RECO-0102","https://www.nrc.gov/docs/ML0133/ML013330106.pdf","https://www.nrc.gov/docs/ML0133/ML013330106.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Regulatory Guide 8.4 - Personnel Monitoring","KB-RECO-0094;KB-RECO-0096","https://www.nrc.gov/docs/ml1019/ML101900087.pdf","https://www.nrc.gov/docs/ml1019/ML101900087.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Supplemental Material for Radiation Safety - Isotope Information","KB-RECO-0091;KB-RECO-0092","https://www.nrc.gov/docs/ML0809/ML080910098.pdf","https://www.nrc.gov/docs/ML0809/ML080910098.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","eTool: Construction - Electrical Incidents - Power Tools","KB-RECO-0147;KB-RECO-0157","https://www.osha.gov/etools/construction/electrical-incidents/power-tools","https://www.osha.gov/etools/construction/electrical-incidents/power-tools","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Personal Protective Equipment (OSHA 3151)","KB-RECO-0124;KB-RECO-0125","https://www.osha.gov/sites/default/files/publications/OSHA3151.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3151.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Job Hazard Analysis Publication 3071","KB-RECO-0244;KB-RECO-0250","https://www.osha.gov/sites/default/files/publications/OSHA3071.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3071.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","OSHA Formaldehyde Standard 29 CFR 1910.1048","KB-RECO-0426;KB-RECO-0428","https://www.osha.gov/sites/default/files/publications/FORMALDEHYDE-FACTSHEET.pdf","https://www.osha.gov/sites/default/files/publications/FORMALDEHYDE-FACTSHEET.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","OSHA Field Safety and Health Management System - Appendix C: Chemical Resistant Glove Selection","KB-RECO-0421;KB-RECO-0424","https://www.osha.gov/shms/chapter-8","https://www.osha.gov/shms/chapter-8","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Lockout of tagout requirements for electrical hazards","KB-RECO-0146;KB-RECO-0152","https://www.osha.gov/laws-regs/standardinterpretations/2015-08-05","https://www.osha.gov/laws-regs/standardinterpretations/2015-08-05","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","Peroxide Forming Chemicals Safety","KB-RECO-0401;KB-RECO-0402","https://www.osha.gov/laws-regs/standardinterpretations/1995-01-18-0","https://www.osha.gov/laws-regs/standardinterpretations/1995-01-18-0","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Occupational Noise Exposure","KB-PHASE4-0776;KB-PHASE4-0804","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.95","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.95","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Electrical Safety Requirements","KB-PHASE4-0766;KB-PHASE4-0767","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.304","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.304","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","29 CFR 1910.269 - Testing and test facilities","KB-RECO-0148;KB-RECO-0149","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.269_2","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.269_2","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Machine Guarding General Requirements","KB-PHASE4-0772;KB-PHASE4-0773","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.212","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.212","","","","","",""
